idItem,name,genero_nominal,anyo_numerical,pais_nominal,director_nominal
4687,"Billy Liar (1963)","Comedy",1963,"UK","John Schlesinger"
4688,"Black Robe (1991)","Adventure",1991,"Canada","Bruce Beresford"
4690,"Cotton Club, The (1984)","Crime",1984,"USA","Francis Ford Coppola"
4691,"Def-Con 4 (1985)","Action",1985,"Canada","Paul Donovan"
4692,"Hotel New Hampshire, The (1984)","Comedy",1984,"UK","Tony Richardson"
4693,"Idiot Box (1996)","Comedy",1996,"Australia","David Caesar"
4694,"Left Luggage (1998)","Drama",1998,"USA","Jeroen Krabb&#xE9;"
4696,"Zorro, the Gay Blade (1981)","Comedy",1981,"USA","Peter Medak"
4697,"Basket Case (1982)","Comedy",1982,"USA","Frank Henenlotter"
4698,"Orphans (1997)","Comedy",1997,"UK","Peter Mullan"
4699,"Original Sin (2001)","Drama",2001,"France","Michael Cristofer"
4700,"Princess Diaries, The (2001)","Comedy",2001,"USA","Garry Marshall"
4701,"Rush Hour 2 (2001)","Action",2001,"USA","Brett Ratner"
4702,"Thomas in Love (Thomas est Amoureux) (2000)","Comedy",2000,"Belgium","Pierre-Paul Renders"
4703,"Chocolat (1988)","Drama",1988,"France","Claire Denis"
4704,"Hatari! (1962)","Action",1962,"USA","Howard Hawks"
4705,"Cage aux Folles, La (1978)","Comedy",1978,"France","Edouard Molinaro"
4706,"Cage aux Folles II, La (1980)","Comedy",1980,"France","Edouard Molinaro"
4707,"Liebestraum (1991)","Mystery",1991,"USA","Mike Figgis"
4708,"Marat/Sade (1966)","Drama",1966,"UK","Peter Brook"
4709,"Paint Your Wagon (1969)","Comedy",1969,"USA","Joshua Logan"
4710,"Shootist, The (1976)","Drama",1976,"USA","Don Siegel"
4711,"Theremin: An Electronic Odyssey (1993)","Documentary",1993,"USA","Steven M. Martin"
4713,"Altered States (1980)","Drama",1980,"USA","Ken Russell"
4714,"Any Which Way You Can (1980)","Action",1980,"USA","Buddy Van Horn"
4715,"Awakening, The (1980)","Horror",1980,"UK","Mike Newell"
4716,"Bad Timing: A Sensual Obsession (1980)","Drama",1980,"UK","Nicolas Roeg"
4717,"Big Brawl, The (1980)","Action",1980,"USA","Robert Clouse"
4718,"American Pie 2 (2001)","Comedy",2001,"USA","J.B. Rogers"
4719,"Osmosis Jones (2001)","Animation",2001,"USA","Bobby Farrelly"
4720,"Others, The (2001)","Drama",2001,"USA","Alejandro Amen&#xE1;bar"
4721,"American Outlaws (2001)","Action",2001,"USA","Les Mayfield"
4722,"All Over the Guy (2001)","Comedy",2001,"USA","Julie Davis"
4723,"Deep End, The (2001)","Crime",2001,"USA","Scott McGehee"
4724,"On the Edge (2000)","Drama",2000,"Ireland","John Carney"
4725,"Session 9 (2001)","Horror",2001,"USA","Brad Anderson"
4726,"Turandot Project, The (2000)","Documentary",2000,"USA","Allan Miller"
4728,"Rat Race (2001)","Adventure",2001,"Canada","Jerry Zucker"
4729,"Aberdeen (2000)","Drama",2000,"UK","Hans Petter Moland"
4731,"Innocence (2000)","Drama",2000,"Australia","Paul Cox"
4732,"Bubble Boy (2001)","Adventure",2001,"USA","Blair Hayes"
4733,"Curse of the Jade Scorpion, The (2001)","Comedy",2001,"USA","Woody Allen"
4734,"Jay and Silent Bob Strike Back (2001)","Comedy",2001,"USA","Kevin Smith"
4735,"Ghosts of Mars (2001)","Action",2001,"USA","John Carpenter"
4736,"Summer Catch (2001)","Comedy",2001,"USA","Michael Tollin"
4737,"American Rhapsody, An (2001)","Drama",2001,"USA","&#xC9;va G&#xE1;rdos"
4738,"Happy Accidents (2000)","Comedy",2000,"USA","Brad Anderson"
4739,"Lisa Picard is Famous (a.k.a. Famous) (2000)","Documentary",2000,"USA","Laura Davis"
4740,"Maybe Baby (2000)","Comedy",2000,"UK","Ben Elton"
4742,"Punks (2000)","Comedy",2000,"USA","Patrik-Ian Polk"
4743,"Tortilla Soup (2001)","Comedy",2001,"USA","Mar&#xED;a Ripoll"
4744,"Jeepers Creepers (2001)","Horror",2001,"Germany","Victor Salva"
4745,"O (2001)","Drama",2001,"USA","Tim Blake Nelson"
4746,"Waking Up in Reno (2002)","Comedy",2002,"USA","Jordan Brady"
4747,"Speedway Junky (1999)","Drama",1999,"USA","Nickolas Perry"
4748,"3 Ninjas (1992)","Action",1992,"USA","Jon Turteltaub"
4749,"3 Ninjas Kick Back (1994)","Family",1994,"USA","Charles T. Kanganis"
4750,"3 Ninjas Knuckle Up (1995)","Comedy",1995,"USA","Sang-ok Shin"
4751,"Hunter, The (1980)","Action",1980,"USA","Buzz Kulik"
4752,"Maniac (1980)","Drama",1980,"USA","William Lustig"
4753,"Vamp (1986)","Comedy",1986,"USA","Richard Wenk"
4754,"Wicker Man, The (1973)","Drama",1973,"UK","Robin Hardy"
4755,"Wish Upon a Star (1996)","Comedy",1996,"USA","Blair Treu"
4756,"Musketeer, The (2001)","Action",2001,"Germany","Peter Hyams"
4757,"Rock Star (2001)","Comedy",2001,"USA","Stephen Herek"
4759,"Two Can Play That Game (2001)","Comedy",2001,"USA","Mark Brown"
4760,"Bounce: Behind the Velvet Rope (2000)","Documentary",2000,"USA","Steven Cantor"
4761,"Diamond Men (2001)","Drama",2001,"USA","Dan Cohen"
4762,"Djomeh (2000)","Drama",2000,"France","Hassan Yektapanah"
4763,"Iron Ladies, The (Satree lek) (2000)","Comedy",2000,"Thailand","Yongyoot Thongkongtoon"
4764,"Kill Me Later (2001)","Romance",2001,"USA","Dana Lustig"
4765,"L.I.E. (2001)","Drama",2001,"USA","Michael Cuesta"
4767,"Abbott and Costello Meet the Mummy (1955)","Comedy",1955,"USA","Charles Lamont"
4768,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)","Crime",1922,"Germany","Fritz Lang"
4769,"Into the Arms of Strangers: Stories of the Kindertransport (2000)","Documentary",2000,"UK","Mark Jonathan Harris"
4770,"Glass House, The (2001)","Thriller",2001,"USA","Daniel Sackheim"
4771,"Hardball (2001)","Drama",2001,"USA","Brian Robbins"
4772,"Dinner Rush (2000)","Crime",2000,"USA","Bob Giraldi"
4773,"Haiku Tunnel (2001)","Comedy",2001,"USA","Jacob Kornbluth"
4774,"Big Trouble (2002)","Comedy",2002,"USA","Barry Sonnenfeld"
4775,"Glitter (2001)","Music",2001,"USA","Vondie Curtis-Hall"
4776,"Training Day (2001)","Crime",2001,"USA","Antoine Fuqua"
4777,"American Astronaut, The (2001)","Musical",2001,"USA","Cory McAbee"
4778,"Children Underground (2000)","Documentary",2000,"USA","Edet Belzberg"
4779,"Go Tigers! (2001)","Documentary",2001,"USA","Kenneth A. Carlson"
4780,"Liam (2000)","Drama",2000,"UK","Stephen Frears"
4781,"Megiddo: The Omega Code 2 (2001)","Thriller",2001,"USA","Brian Trenchard-Smith"
4782,"Sidewalks of New York (2001)","Comedy",2001,"USA","Edward Burns"
4785,"Great Silence, The (Il Grande Silenzio) (1969)","Drama",1969,"Italy","Sergio Corbucci"
4786,"Legend of Hell House, The (1973)","Horror",1973,"UK","John Hough"
4787,"Little Man Tate (1991)","Drama",1991,"USA","Jodie Foster"
4788,"Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)","Comedy",1979,"Soviet Union","Vladimir Menshov"
4789,"Phantom of the Paradise (1974)","Comedy",1974,"USA","Brian De Palma"
4790,"Return of a Man Called Horse, The (1976)","Western",1976,"USA","Irvin Kershner"
4791,"Valdez Is Coming (1971)","Western",1971,"USA","Edwin Sherin"
4792,"13 Ghosts (1960)","Horror",1960,"USA","William Castle"
4793,"Montenegro (1981)","Drama",1981,"Sweden","Dusan Makavejev"
4794,"Opera (1987)","Horror",1987,"Italy","Dario Argento"
4795,"Father Goose (1964)","Adventure",1964,"USA","Ralph Nelson"
4796,"Grass is Greener, The (1960)","Comedy",1960,"UK","Stanley Donen"
4797,"Hole in the Head, A (1959)","Comedy",1959,"USA","Frank Capra"
4798,"Indiscreet (1958)","Comedy",1958,"UK","Stanley Donen"
4801,"Little Foxes, The (1941)","Drama",1941,"USA","William Wyler"
4802,"Operation Petticoat (1959)","Comedy",1959,"USA","Blake Edwards"
4803,"Play Misty for Me (1971)","Crime",1971,"USA","Clint Eastwood"
4804,"Pocketful of Miracles (1961)","Comedy",1961,"USA","Frank Capra"
4805,"Sayonara (1957)","Drama",1957,"USA","Joshua Logan"
4806,"Shop on Main Street, The (Obchod na korze) (1965)","Drama",1965,"Czechoslovakia","J&#xE1;n Kad&#xE1;r"
4807,"Spring Break (1983)","Comedy",1983,"USA","Sean S. Cunningham"
4808,"Vanishing, The (1993)","Drama",1993,"USA","George Sluizer"
4809,"Silkwood (1983)","Biography",1983,"USA","Mike Nichols"
4810,"I Never Promised You a Rose Garden (1977)","Drama",1977,"USA","Anthony Page"
4811,"Quadrophenia (1979)","Crime",1979,"UK","Franc Roddam"
4812,"SpaceCamp (1986)","Adventure",1986,"USA","Harry Winer"
4813,"When Worlds Collide (1951)","Sci-Fi",1951,"USA","Rudolph Mat&#xE9;"
4815,"Hearts in Atlantis (2001)","Drama",2001,"USA","Scott Hicks"
4816,"Zoolander (2001)","Comedy",2001,"USA","Ben Stiller"
4817,"Born Romantic (2000)","Comedy",2000,"UK","David Kane"
4818,"Extreme Days (2001)","Action",2001,"USA","Eric Hannah"
4821,"Joy Ride (2001)","Crime",2001,"USA","John Dahl"
4823,"Serendipity (2001)","Comedy",2001,"USA","Peter Chelsom"
4824,"Grateful Dawg (2000)","Documentary",2000,"USA","Gillian Grisman"
4825,"Swamp, The (La Ci?â?®naga) (2001)","Comedy",2001,"Argentina","Lucrecia Martel"
4826,"Big Red One, The (1980)","Action",1980,"USA","Samuel Fuller"
4827,"Boogeyman, The (1980)","Horror",1980,"USA","Ulli Lommel"
4828,"Party, The (La Boum) (1980)","Comedy",1980,"France","Claude Pinoteau"
4829,"Lady in a Cage (1964)","Drama",1964,"USA","Walter Grauman"
4830,"Brubaker (1980)","Drama",1980,"USA","Stuart Rosenberg"
4832,"Carny (1980)","Drama",1980,"USA","Robert Kaylor"
4833,"Changeling, The (1980)","Horror",1980,"Canada","Peter Medak"
4836,"Competition, The (1980)","Drama",1980,"USA","Joel Oliansky"
4837,"Cruising (1980)","Crime",1980,"USA","William Friedkin"
4838,"D.O.A. (1980)","Documentary",1980,"USA","Lech Kowalski"
4839,"Death Ship (1980)","Adventure",1980,"UK","Alvin Rakoff"
4840,"Last Metro, The (Dernier m?â?®tro, Le) (1980)","Drama",1980,"France","Fran&#xE7;ois Truffaut"
4841,"Divine Madness! (1980)","Comedy",1980,"USA","Michael Ritchie"
4842,"Dogs of War, The (1980)","Action",1980,"UK","John Irvin"
4843,"Learning Curve, The (1999)","Drama",1999,"USA","Andy Anderson"
4844,"Bandits (2001)","Comedy",2001,"USA","Barry Levinson"
4845,"Corky Romano (2001)","Comedy",2001,"USA","Rob Pritts"
4846,"Iron Monkey (Siunin Wong Fei-hung tsi titmalau) (1993)","Action",1993,"Hong Kong","Woo-ping Yuen"
4847,"Fat Girl (?âÔé¼ ma soeur!) (2001)","Drama",2001,"France","Catherine Breillat"
4848,"Mulholland Drive (2001)","Drama",2001,"France","David Lynch"
4849,"My First Mister (2001)","Comedy",2001,"Germany","Christine Lahti"
4850,"Spriggan (Supurigan) (1998)","Animation",1998,"Japan","Hirotsugu Kawasaki"
4851,"Things Behind the Sun (2001)","Drama",2001,"USA","Allison Anders"
4852,"Bones (2001)","Crime",2001,"USA","Ernest R. Dickerson"
4853,"Brannigan (1975)","Action",1975,"UK","Douglas Hickox"
4854,"Clambake (1967)","Comedy",1967,"USA","Arthur H. Nadel"
4855,"Dirty Harry (1971)","Action",1971,"USA","Don Siegel"
4856,"Destiny in Space (1994)","Documentary",1994,"Canada","Ben Burtt"
4857,"Fiddler on the Roof (1971)","Drama",1971,"USA","Norman Jewison"
4858,"Hail Columbia! (1982)","Short",1982,"USA","Graeme Ferguson"
4859,"Kansas (1988)","Crime",1988,"USA","David Stevens"
4860,"Making the Grade (1984)","Comedy",1984,"USA","Dorian Walker"
4861,"Mission to Mir (1997)","Documentary",1997,"USA","Ivan Galin"
4862,"Not Without My Daughter (1991)","Drama",1991,"USA","Brian Gilbert"
4863,"Female Trouble (1975)","Comedy",1975,"USA","John Waters"
4864,"Titanica (1995)","Documentary",1995,"Canada","Stephen Low"
4865,"From Hell (2001)","Crime",2001,"USA","Albert Hughes"
4866,"Last Castle, The (2001)","Action",2001,"USA","Rod Lurie"
4867,"Riding in Cars with Boys (2001)","Biography",2001,"USA","Penny Marshall"
4868,"Bangkok Dangerous (2000)","Action",2000,"USA","Donald Petrie"
4870,"Dancing at the Blue Iguana (2000)","Drama",2000,"USA","Michael Radford"
4871,"Focus (2001)","Drama",2001,"USA","Neal Slavin"
4872,"Intimacy (2000)","Adult",2000,"France","Patrice Ch&#xE9;reau"
4873,"Waking Life (2001)","Animation",2001,"USA","Richard Linklater"
4874,"K-PAX (2001)","Drama",2001,"USA","Iain Softley"
4875,"On the Line (2001)","Comedy",2001,"USA","Eric Bross"
4876,"Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)","Horror",2001,"USA","Steve Beck"
4877,"Better Than Sex (2000)","Drama",2000,"Australia","Jonathan Teplitzky"
4878,"Donnie Darko (2001)","Drama",2001,"USA","Richard Kelly"
4879,"High Heels and Low Lifes (2001)","Action",2001,"UK","Mel Smith"
4880,"Life as a House (2001)","Drama",2001,"USA","Irwin Winkler"
4882,"Ouch (A?â?»e) (2000)","Thriller",2000,"Germany","Dennis Gansel"
4883,"Town is Quiet, The (La Ville est tranquille) (2000)","Drama",2000,"France","Robert Gu&#xE9;diguian"
4884,"Trembling Before G-d (2001)","Documentary",2001,"Israel","Sandi Simcha Dubowski"
4885,"Domestic Disturbance (2001)","Crime",2001,"USA","Harold Becker"
4886,"Monsters, Inc. (2001)","Animation",2001,"USA","Pete Docter"
4888,"Tape (2001)","Drama",2001,"USA","Richard Linklater"
4889,"Heist (2001)","Action",2001,"Canada","David Mamet"
4890,"Shallow Hal (2001)","Comedy",2001,"USA","Bobby Farrelly"
4891,"King of the Jungle (2000)","Crime",2000,"USA","Seth Zvi Rosenfeld"
4892,"Maze (2000)","Drama",2000,"USA","Rob Morrow"
4893,"When a Stranger Calls (1979)","Horror",1979,"USA","Fred Walton"
4894,"Timerider (1982)","Action",1982,"USA","William Dear"
4895,"Wash, The (2001)","Comedy",2001,"USA","DJ Pooh"
4897,"Fluffer, The (2001)","Drama",2001,"USA","Richard Glatzer"
4898,"Novocaine (2001)","Comedy",2001,"USA","David Atkins"
4899,"Black Knight, The (2001)","Adventure",2001,"USA","Gil Junger"
4900,"Out Cold (2001)","Comedy",2001,"USA","Brendan Malloy"
4901,"Spy Game (2001)","Action",2001,"Germany","Tony Scott"
4903,"In the Bedroom (2001)","Crime",2001,"USA","Todd Field"
4905,"Hell Up in Harlem (1973)","Action",1973,"USA","Larry Cohen"
4906,"Bucktown (1975)","Action",1975,"USA","Arthur Marks"
4907,"Across 110th Street (1972)","Action",1972,"USA","Barry Shear"
4908,"Little Soldier, The (Le Petit Soldat) (1963)","War",1963,"France","Jean-Luc Godard"
4909,"Incredible Shrinking Woman, The (1981)","Sci-Fi",1981,"USA","Joel Schumacher"
4910,"Katie Tippel (Keetje Tippel) (1975)","Drama",1975,"Netherlands","Paul Verhoeven"
4911,"Jabberwocky (1977)","Adventure",1977,"UK","Terry Gilliam"
4912,"Funny Girl (1968)","Biography",1968,"USA","William Wyler"
4913,"Circus of Horrors (1960)","Horror",1960,"UK","Sidney Hayers"
4914,"Breathless (?âÔé¼ bout de souffle) (1960)","Crime",1960,"France","Jean-Luc Godard"
4915,"Beastmaster, The (1982)","Fantasy",1982,"USA","Don Coscarelli"
4916,"Midway (1976)","Action",1976,"USA","Jack Smight"
4917,"MacArthur (1977)","Biography",1977,"USA","Joseph Sargent"
4918,"Young Lions, The (1958)","Action",1958,"USA","Edward Dmytryk"
4919,"Subway (1985)","Crime",1985,"France","Luc Besson"
4920,"Now, Voyager (1942)","Drama",1942,"USA","Irving Rapper"
4921,"Little Women (1933)","Drama",1933,"USA","George Cukor"
4922,"Halls of Montezuma (1950)","Adventure",1950,"USA","Lewis Milestone"
4923,"Guadalcanal Diary (1943)","Action",1943,"USA","Lewis Seiler"
4924,"Anzio (1968)","Drama",1968,"Italy","Edward Dmytryk"
4925,"Cheap Detective, The (1978)","Comedy",1978,"USA","Robert Moore"
4927,"Last Wave, The (1977)","Drama",1977,"Australia","Peter Weir"
4928,"That Obscure Object of Desire (Cet obscur objet du d?â?®sir) (1977)","Comedy",1977,"France","Luis Bu&#xF1;uel"
4929,"Toy, The (1982)","Comedy",1982,"USA","Richard Donner"
4930,"Funeral in Berlin (1966)","Thriller",1966,"UK","Guy Hamilton"
4932,"Dressed to Kill (1980)","Crime",1980,"USA","Brian De Palma"
4933,"Earthling, The (1980)","Adventure",1980,"Australia","Peter Collinson"
4934,"Exterminator, The (1980)","Action",1980,"USA","James Glickenhaus"
4935,"Falls, The (1980)","Drama",1980,"UK","Peter Greenaway"
4936,"Fame (1980)","Drama",1980,"USA","Alan Parker"
4937,"Fatso (1980)","Comedy",1980,"USA","Anne Bancroft"
4939,"Final Countdown, The (1980)","Adventure",1980,"USA","Don Taylor"
4940,"First Deadly Sin, The (1980)","Thriller",1980,"USA","Brian G. Hutton"
4941,"Flash Gordon (1980)","Action",1980,"USA","Mike Hodges"
4942,"Angry Red Planet, The (1959)","Sci-Fi",1959,"USA","Ib Melchior"
4944,"Empire of the Ants (1977)","Sci-Fi",1977,"USA","Bert I. Gordon"
4945,"Enforcer, The (1976)","Action",1976,"USA","James Fargo"
4946,"Eye for an Eye, An (1981)","Adventure",1981,"USA","Steve Carver"
4947,"Gauntlet, The (1977)","Action",1977,"USA","Clint Eastwood"
4948,"I Bury the Living (1958)","Horror",1958,"USA","Albert Band"
4949,"Invasion U.S.A (1985)","Action",1985,"USA","Joseph Zito"
4950,"Lone Wolf McQuade (1983)","Action",1983,"USA","Steve Carver"
4951,"Lord of the Flies (1990)","Adventure",1990,"USA","Harry Hook"
4952,"Morons From Outer Space (1985)","Comedy",1985,"UK","Mike Hodges"
4953,"People That Time Forgot, The (1977)","Adventure",1977,"UK","Kevin Connor"
4955,"Sicilian, The (1987)","Action",1987,"USA","Michael Cimino"
4956,"Stunt Man, The (1980)","Action",1980,"USA","Richard Rush"
4957,"Sudden Impact (1983)","Action",1983,"USA","Clint Eastwood"
4958,"Behind Enemy Lines (2001)","Action",2001,"USA","John Moore"
4959,"Affair of the Necklace, The (2001)","Drama",2001,"USA","Charles Shyer"
4960,"Independent, The (2000)","Comedy",2000,"USA","Stephen Kessler"
4961,"Pornstar: The Legend of Ron Jeremy (2001)","Documentary",2001,"USA","Scott J. Gill"
4962,"Texas Rangers (2001)","Adventure",2001,"USA","Steve Miner"
4964,"Baran (2001)","Drama",2001,"Iran","Majid Majidi"
4965,"Business of Strangers, The (2001)","Drama",2001,"USA","Patrick Stettner"
4966,"Incredible Shrinking Man, The (1957)","Sci-Fi",1957,"USA","Jack Arnold"
4968,"Pi?â??ero (2001)","Biography",2001,"USA","Leon Ichaso"
4969,"And Then There Were None (1945)","Crime",1945,"USA","Ren&#xE9; Clair"
4970,"Blue Angel, The (Der Blaue Engel) (1930)","Drama",1930,"Germany","Josef von Sternberg"
4971,"Moscow on the Hudson (1984)","Comedy",1984,"USA","Paul Mazursky"
4972,"Owl and the Pussycat, The (1970)","Comedy",1970,"USA","Herbert Ross"
4974,"Not Another Teen Movie (2001)","Comedy",2001,"USA","Joel Gallen"
4975,"Vanilla Sky (2001)","Mystery",2001,"USA","Cameron Crowe"
4976,"Iris (2001)","Biography",2001,"UK","Richard Eyre"
4977,"Kandahar (Safar e Ghandehar) (2001)","Biography",2001,"Iran","Mohsen Makhmalbaf"
4978,"Lantana (2001)","Drama",2001,"Australia","Ray Lawrence"
4979,"Royal Tenenbaums, The (2001)","Comedy",2001,"USA","Wes Anderson"
4981,"Clockwise (1986)","Comedy",1986,"UK","Christopher Morahan"
4982,"Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)","Horror",1958,"UK","Quentin Lawrence"
4983,"Holcroft Covenant, The (1985)","Action",1985,"UK","John Frankenheimer"
4984,"Morgan: A Suitable Case for Treatment (1966)","Comedy",1966,"UK","Karel Reisz"
4985,"Sheena (1984)","Action",1984,"UK","John Guillermin"
4986,"Silent Rage (1982)","Action",1982,"USA","Michael Miller"
4987,"Spacehunter: Adventures in the Forbidden Zone (1983)","Adventure",1983,"Canada","Lamont Johnson"
4988,"White Water Summer (1987)","Adventure",1987,"USA","Jeff Bleckner"
4989,"How High (2001)","Comedy",2001,"USA","Jesse Dylan"
4990,"Jimmy Neutron: Boy Genius (2001)","Animation",2001,"USA","John A. Davis"
4991,"Joe Somebody (2001)","Comedy",2001,"USA","John Pasquin"
4992,"Kate & Leopold (2001)","Comedy",2001,"USA","James Mangold"
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)","Action",2001,"New Zealand","Peter Jackson"
4994,"Majestic, The (2001)","Drama",2001,"USA","Frank Darabont"
4995,"Beautiful Mind, A (2001)","Biography",2001,"USA","Ron Howard"
4997,"Convent, The (2000)","Comedy",2000,"USA","Mike Mendez"
4998,"Defiant Ones, The (1958)","Crime",1958,"USA","Stanley Kramer"
4999,"Dodsworth (1936)","Drama",1936,"USA","William Wyler"
5000,"Medium Cool (1969)","Drama",1969,"USA","Haskell Wexler"
5001,"Sahara (1943)","Action",1943,"USA","Zoltan Korda"
5002,"Fritz the Cat (1972)","Animation",1972,"USA","Ralph Bakshi"
5003,"Nine Lives of Fritz the Cat, The (1974)","Animation",1974,"USA","Robert Taylor"
5004,"Party, The (1968)","Comedy",1968,"USA","Blake Edwards"
5005,"Separate Tables (1958)","Drama",1958,"USA","Delbert Mann"
5006,"Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian) (1991)","Adventure",1991,"Hong Kong","Michael Mak"
5007,"Topkapi (1964)","Adventure",1964,"USA","Jules Dassin"
5008,"Witness for the Prosecution (1957)","Crime",1957,"USA","Billy Wilder"
5009,"Ali (2001)","Biography",2001,"USA","Michael Mann"
5010,"Black Hawk Down (2001)","Action",2001,"USA","Ridley Scott"
5011,"Charlotte Gray (2001)","Drama",2001,"UK","Gillian Armstrong"
5012,"Yentl (1983)","Drama",1983,"UK","Barbra Streisand"
5013,"Gosford Park (2001)","Comedy",2001,"UK","Robert Altman"
5014,"I Am Sam (2001)","Drama",2001,"USA","Jessie Nelson"
5016,"Shipping News, The (2001)","Drama",2001,"USA","Lasse Hallstr&#xF6;m"
5017,"Big Heat, The (1953)","Crime",1953,"USA","Fritz Lang"
5018,"Motorama (1991)","Adventure",1991,"USA","Barry Shils"
5019,"Queen Bee (1955)","Drama",1955,"USA","Ranald MacDougall"
5020,"Silent Trigger (1996)","Action",1996,"Canada","Russell Mulcahy"
5021,"Murder by Death (1976)","Comedy",1976,"USA","Robert Moore"
5022,"Servant, The (1963)","Drama",1963,"UK","Joseph Losey"
5023,"Waterdance, The (1992)","Drama",1992,"USA","Neal Jimenez"
5024,"Come Undone (Presque Rien) (2000)","Drama",2000,"France","S&#xE9;bastien Lifshitz"
5025,"Orange County (2002)","Comedy",2002,"USA","Jake Kasdan"
5026,"Brotherhood of the Wolf, The (Le Pacte des loups) (2001)","Action",2001,"France","Christophe Gans"
5027,"Another 48 Hrs. (1990)","Action",1990,"USA","Walter Hill"
5029,"China Moon (1994)","Romance",1994,"USA","John Bailey"
5030,"Good Wife, The (1987)","Drama",1987,"Australia","Ken Cameron"
5032,"Romantic Comedy (1983)","Comedy",1983,"USA","Arthur Hiller"
5033,"Russia House, The (1990)","Drama",1990,"USA","Fred Schepisi"
5034,"Truly, Madly, Deeply (1991)","Drama",1991,"UK","Anthony Minghella"
5035,"Wuthering Heights (1970)","Adventure",1970,"UK","Robert Fuest"
5036,"California Suite (1978)","Comedy",1978,"USA","Herbert Ross"
5037,"Long Gray Line, The (1955)","Biography",1955,"USA","John Ford"
5038,"Flight of Dragons, The (1982)","Animation",1982,"USA","Jules Bass"
5039,"Dragonslayer (1981)","Action",1981,"USA","Matthew Robbins"
5040,"Conan the Destroyer (1984)","Action",1984,"USA","Richard Fleischer"
5041,"Fire and Ice (1983)","Animation",1983,"USA","Ralph Bakshi"
5042,"Forbidden Zone (1982)","Comedy",1982,"USA","Richard Elfman"
5043,"Formula, The (1980)","Crime",1980,"USA","John G. Avildsen"
5044,"Foxes (1980)","Drama",1980,"USA","Adrian Lyne"
5045,"Galaxina (1980)","Adventure",1980,"USA","William Sachs"
5046,"Impostor (2002)","Action",2002,"USA","Joe Menendez"
5047,"Kung Pow: Enter the Fist (2002)","Action",2002,"USA","Steve Oedekerk"
5048,"Snow Dogs (2002)","Adventure",2002,"Canada","Brian Levant"
5049,"48 Hrs. (1982)","Action",1982,"USA","Walter Hill"
5050,"Farewell, The (Abschied - Brechts letzter Sommer) (2000)","Biography",2000,"Germany","Jan Sch&#xFC;tte"
5051,"Italian for Beginners (Italiensk for begyndere) (2000)","Comedy",2000,"Denmark","Lone Scherfig"
5052,"Time of Favor (Ha-Hesder) (2000)","Drama",2000,"Israel","Joseph Cedar"
5053,"Blankman (1994)","Comedy",1994,"USA","Mike Binder"
5054,"Brainstorm (1983)","Sci-Fi",1983,"USA","Douglas Trumbull"
5055,"Dragon: The Bruce Lee Story (1993)","Action",1993,"USA","Rob Cohen"
5056,"Every Man for Himself and God Against All (a.k.a. The Enigma of Kaspar Hauser) (a.k.a. The Mystery of Kaspar Hauser) (Jeder f?â??r sich und Gott Gegen Alle) (1974)","Biography",1974,"West Germany","Werner Herzog"
5057,"4 for Texas (1963)","Western",1963,"USA","Robert Aldrich"
5058,"Heart of Glass (Herz aus Glas) (1976)","Comedy",1976,"West Germany","Werner Herzog"
5059,"Little Dieter Needs to Fly (1997)","Documentary",1997,"France","Werner Herzog"
5060,"M*A*S*H (a.k.a. MASH) (1970)","Comedy",1970,"USA","Robert Altman"
5061,"Mrs. Soffel (1984)","Drama",1984,"USA","Gillian Armstrong"
5062,"Seconds (1966)","Sci-Fi",1966,"USA","John Frankenheimer"
5063,"One-Eyed Jacks (1961)","Western",1961,"USA","Marlon Brando"
5064,"Count of Monte Cristo, The (2002)","Action",2002,"UK","Kevin Reynolds"
5065,"Mothman Prophecies, The (2002)","Drama",2002,"USA","Mark Pellington"
5066,"Walk to Remember, A (2002)","Drama",2002,"USA","Adam Shankman"
5067,"American Adobo (2000)","Comedy",2000,"Philippines","Laurice Guillen"
5069,"Escaflowne: The Movie (Escaflowne) (2000)","Adventure",2000,"Japan","Kazuki Akane"
5071,"Maelstr?â?Âm (2000)","Drama",2000,"Canada","Denis Villeneuve"
5072,"Metropolis (2001)","Adventure",2001,"Japan","Rintaro"
5074,"Storytelling (2001)","Comedy",2001,"USA","Todd Solondz"
5075,"Waydowntown (2000)","Comedy",2000,"Canada","Gary Burns"
5076,"Adventures of Huck Finn, The (1993)","Adventure",1993,"USA","Stephen Sommers"
5077,"Cousins (1989)","Comedy",1989,"USA","Joel Schumacher"
5078,"Falling in Love (1984)","Drama",1984,"USA","Ulu Grosbard"
5079,"Young at Heart (1954)","Drama",1954,"USA","Gordon Douglas"
5080,"Slackers (2002)","Comedy",2002,"Canada","Dewey Nicks"
5081,"Birthday Girl (2001)","Comedy",2001,"UK","Jez Butterworth"
5082,"Rumor of Angels, A (2000)","Drama",2000,"USA","Peter O&#x27;Fallon"
5083,"Rare Birds (2001)","Comedy",2001,"Canada","Sturla Gunnarsson"
5084,"Caged Heat (1974)","Action",1974,"USA","Jonathan Demme"
5085,"Carmen Jones (1954)","Drama",1954,"USA","Otto Preminger"
